blockNumber,answer,totalSupply,diff
22779625,9092641903908904851997778,9153417981791332006265795,-60776077882427154268017
22781450,9096309616281773228745569,9147360417551390228745569,-51050801269617000000000
22783275,9091935394996358936231112,9149435232183771936231112,-57499837187413000000000
22785100,9087631503437551351478628,9149685183860851852592603,-62053680423300501113975
22786925,9084990685092769379995487,9151011511611638379995487,-66020826518869000000000
22788750,9077781243182111422643775,9117019971637614214775886,-39238728455502792132111
22790575,9072615338700703458972854,9118563327460181667985124,-45947988759478209012270
22792400,9077617183164368155496923,9119007852325817493613949,-41390669161449338117026
22794225,9080124362928249563600380,9119195247963914721198392,-39070885035665157598012
22796050,9080035669420525246154331,9105430127910269807457526,-25394458489744561303195
22797875,9094721231375602333233024,9106262842278398477581333,-11541610902796144348309
22799700,9106032010785429848208285,9106567878416292943820967,-535867630863095612682
22801525,9110953218819803109079123,9111516347525295814747549,-563128705492705668426
22803350,9101287946833762099601358,9101435442400589068060657,-147495566826968459299
22805175,9099181017624695629648950,9105776132830909304644570,-6595115206213674995620
22807000,9099232278387107126719571,9106325496110965549655867,-7093217723858422936296
22808825,9099876124632116274294795,9106446324171085975953913,-6570199538969701659118
22810650,9094400146386128493524854,9096235354556857007005640,-1835208170728513480786
22812475,9096464499835514143718522,9096808841949687573839320,-344342114173430120798
22814300,9097112071916284730501909,9097300416094456903990239,-188344178172173488330
22816125,9097751127561311976351203,9097420706998128580062299,330420563183396288904
22817950,9091507818872556313514703,9091799085547422647903558,-291266674866334388855
22819775,9091784531173313870266843,9093511138507053253765659,-1726607333739383498816
22821600,9092029405997801992423156,9093770974300168027984364,-1741568302366035561208
22823425,9092329995340987180109839,9093860770957864126402022,-1530775616876946292183
22825250,9096815803804937179074614,9097133982161008700324833,-318178356071521250219
22827075,9101143155446329762916337,9101621205554640557017601,-478050108310794101264
22828900,9102110484244989417249316,9102128868422472981285811,-18384177483564036495
22830725,9102437779787025228330855,9102889293950821607400451,-451514163796379069596
22832550,9098935832136087664503791,9099332906517596487841067,-397074381508823337276
22834375,9099672563514391859995234,9099770433819732166673455,-97870305340306678221
22836200,9093435529899891472975489,9100900057333296184823534,-7464527433404711848045
22838025,9093827226662051733234318,9101969041376965753159813,-8141814714914019925495
22839850,9090960966999455187491964,9100489103108599750439245,-9528136109144562947281
22841675,9092709840476526751379995,9101164706054463575348380,-8454865577936823968385
22843500,9093862243975601356532066,9101891805747846851295279,-8029561772245494763213
22845325,9094224753381515339785303,9102253330051026335417197,-8028576669510995631894
22847150,9091802234226638809266124,9100715102560212559499868,-8912868333573750233744
22848975,9092675354117347705053541,9100809328583858779835667,-8133974466511074782126
22850800,9092577099588171524030078,9103006042180613467268428,-10428942592441943238350
22852625,9092508658669911028979616,9103709074323459130618865,-11200415653548101639249
22854450,9093487888048837285842032,9098390849604861798266344,-4902961556024512424312
22856275,9097728703436167799251473,9098558325343331353748116,-829621907163554496643
22858100,9096140352671109081017350,9098773344021496736134976,-2632991350387655117626
22859925,9095959282828929867457222,9099612978701255139114187,-3653695872325271656965
22861750,9093067597093291121313725,9094673694852130176065554,-1606097758839054751829
22863575,9094553330318848544310893,9095100943407206740343781,-547613088358196032888
22865400,9094721093310237295257900,9095637041750966883367686,-915948440729588109786
22867225,9095108601327299850593682,9100797907813527246097872,-5689306486227395504190
22869050,9123802389886210837582304,9124414418162488812529498,-612028276277974947194
22870875,9123682095644302110526871,9124765128069469926904885,-1083032425167816378014
22872700,9124418857748273019659054,9126267209202325255998576,-1848351454052236339522
22874525,9124702306481676716116200,9124778777919565328471791,-76471437888612355591
22876350,9126450569837080828745003,9126451817609009843653946,-1247771929014908943
22878175,9126819046501974137076811,9127096346080450782498983,-277299578476645422172
22880000,9109043750041015798909304,9128200210601012798909304,-19156460559997000000000
