blockNumber,answer,totalSupply,diff
22622675,4446589524197,2745087496031,1701502028166
22624500,4446589524197,2757485875334,1689103648863
22626325,4446589524197,2751629144534,1694960379663
22628150,4446589524197,2755065748903,1691523775294
22629975,4407765945378,2759842538136,1647923407242
22631800,4407765945378,2759842538136,1647923407242
22633625,4407765945378,2763490476603,1644275468775
22635450,4497799942793,2767257527918,1730542414875
22637275,4497799942793,2767257527918,1730542414875
22639100,4469299277004,2682843746381,1786455530623
22640925,4437883277009,2697705010252,1740178266757
22642750,4437883277009,2700970032542,1736913244467
22644575,4437883277009,2683678546158,1754204730851
22646400,4414299185492,2683678546158,1730620639334
22648225,4443797033595,2697999057233,1745797976362
22650050,4442290933561,2715607730009,1726683203552
22651875,4442290933561,2732524361655,1709766571906
22653700,4442290933561,2732524361655,1709766571906
22655525,4442290933561,2732524361655,1709766571906
22657350,4461994108348,2732524361655,1729469746693
22659175,4461994108348,2732524361655,1729469746693
22661000,4461994108348,2732524361655,1729469746693
22662825,4461994108348,2732524361655,1729469746693
22664650,4466347249483,2751565331540,1714781917943
22666475,4466347249483,2751565331540,1714781917943
22668300,4489822459860,2755252423984,1734570035876
22670125,4489822459860,2743867898223,1745954561637
22671950,4448687665148,2715861278795,1732826386353
22673775,4448687665148,2715861278795,1732826386353
22675600,4472063425955,2715861278795,1756202147160
22677425,4475125778176,2722011423220,1753114354956
22679250,4475125778176,2725525241330,1749600536846
22681075,4475125778176,2725525241330,1749600536846
22682900,4502257616924,2736090946141,1766166670783
22684725,4502257616924,2739932832837,1762324784087
22686550,4502257616924,2739932832837,1762324784087
22688375,4502257616924,2739932832837,1762324784087
22690200,4515777427597,2745252617510,1770524810087
22692025,4515777427597,2744302477179,1771474950418
22693850,4515777427597,2750320807323,1765456620274
22695675,4515777427597,2754322092515,1761455335082
22697500,4531211837671,2754322092515,1776889745156
22699325,4612634356893,2833498393532,1779135963361
22701150,4612634356893,2848747517990,1763886838903
